Geography,concat_no_state
Kansas,G.Identity - TG/Non bin
Kansas,Prim.Care.Providr.Status - No
Kansas,Prim.Care.Providr.Status - Yes
Kansas,Comorbidity - No
Kansas,Comorbidity - Yes
Kansas,Dr.Recommend.Boostr - No
Kansas,Dr.Recommend.Vacc - No
Kansas,Dr.Recommend.Vacc - Yes
Kansas,Insurance - Insured
Kansas,Insurance - Not insured
Kansas,Language - English
Kansas,Language - Spanish
Kansas,Mask.Use - Always.Often
Kansas,Mask.Use - Occasional.Never
Kansas,Mental.Health - Excellent.Good
Kansas,Mental.Health - Fair.Poor
Kansas,Rural.Urban - Rural
Kansas,Rural.Urban - Suburban
Kansas,Rural.Urban - Urban
Kansas,Political - Democrat
Kansas,Political - None
Kansas,Political - Unknown
Kansas,Political - Republican
Kansas,Pov.Status - <$75k
Kansas,Pov.Status - >=$75k
Kansas,Pov.Status - Below poverty
Kansas,Pov.Status - Unknown
Kansas,Pregnancy - Not pregnant
Kansas,Race.4lvl - Black
Kansas,Race.4lvl - Hispanic
Kansas,Race.4lvl - Other
Kansas,Race.4lvl - White
Kansas,Flu.Vacc - No
Kansas,Flu.Vacc - Yes
Kansas,Past.Vaccin - No
Kansas,Past.Vaccin - Yes
Kansas,Racial.Equity - Better
Kansas,Racial.Equity - Dont know
Kansas,Racial.Equity - Equal
Kansas,Racial.Equity - Worse
Kansas,Sex - Female
Kansas,Sex - Male
Kansas,S.Orientation - Dont know
Kansas,S.Orientation - LGB
Kansas,S.Orientation - Hetero
Kansas,SVI - High
Kansas,SVI - Low
Kansas,SVI - Moderate
Kansas,SVI - Unknown
Kansas,Non.Englsh.Language - No
Kansas,Non.Englsh.Language - Yes
Kansas,Work.School - No
Kansas,Work.School - Unemployed
Kansas,Work.School - Yes
Kentucky,Age - 18 – 49
Kentucky,Age - 50 – 64
Kentucky,Age - 65+
Kentucky,"Age.Race - 18 – 49, Black"
Kentucky,"Age.Race - 18 – 49, Hispanic"
Kentucky,"Age.Race - 18 – 49, Other"
Kentucky,"Age.Race - 18 – 49, White"
Kentucky,"Age.Race - 50 – 64, Black"
Kentucky,"Age.Race - 50 – 64, White"
Kentucky,"Age.Race - 65+, Black"
Kentucky,"Age.Race - 65+, White"
Kentucky,18+ Adults - 18+ Adults
Kentucky,US.Born - US Born
Kentucky,US.Born - Not US Born
Kentucky,Fr.Fam.Vaccd - Many
Kentucky,Fr.Fam.Vaccd - No_some
Kentucky,Vacc.Info.Seek - Often.Sometimes
Kentucky,Vacc.Info.Seek - Rarely.Never
Kentucky,Covid.Concern - A little_not
Kentucky,Covid.Concern - Very_Moderately
Kentucky,Vaccine.Confiden - Not at all_Somewhat
Kentucky,Vaccine.Confiden - Very
Kentucky,Vaccine.Imprtnt - A little_not at all
Kentucky,Vaccine.Imprtnt - Somewhat_very
Kentucky,Disability - No
Kentucky,Disability - Yes
Kentucky,Ess.Wrkr.grp - Ess.Healthcare
Kentucky,Ess.Wrkr.grp - Ess.Other
Kentucky,Ess.Wrkr.grp - Frontline.Other
Kentucky,Ess.Wrkr.grp - Not.Ess.Wrkr
Kentucky,Ess.Wrkr.grp - School.Childcare
Kentucky,Past.Covid - No
Kentucky,Past.Covid - Yes
Kentucky,G.Identity - Cisgender
Kentucky,G.Identity - Dont know
Kentucky,G.Identity - TG/Non bin
Kentucky,Prim.Care.Providr.Status - No
Kentucky,Prim.Care.Providr.Status - Yes
Kentucky,Comorbidity - No
Kentucky,Comorbidity - Yes
Kentucky,Dr.Recommend.Boostr - No
Kentucky,Dr.Recommend.Vacc - No
Kentucky,Dr.Recommend.Vacc - Yes
Kentucky,Insurance - Insured
Kentucky,Insurance - Not insured
Kentucky,Language - English
Kentucky,Mask.Use - Always.Often
Kentucky,Mask.Use - Occasional.Never
Kentucky,Mental.Health - Excellent.Good
Kentucky,Mental.Health - Fair.Poor
Kentucky,Rural.Urban - Rural
Kentucky,Rural.Urban - Suburban
Kentucky,Rural.Urban - Urban
Kentucky,Political - Democrat
Kentucky,Political - None
Kentucky,Political - Unknown
Kentucky,Political - Republican
Kentucky,Pov.Status - <$75k
Kentucky,Pov.Status - >=$75k
Kentucky,Pov.Status - Below poverty
Kentucky,Pov.Status - Unknown
Kentucky,Pregnancy - Not pregnant
Kentucky,Race.4lvl - Black
Kentucky,Race.4lvl - Hispanic
Kentucky,Race.4lvl - Other
Kentucky,Race.4lvl - White
Kentucky,Flu.Vacc - No
Kentucky,Flu.Vacc - Yes
Kentucky,Past.Vaccin - No
Kentucky,Past.Vaccin - Yes
Kentucky,Racial.Equity - Better
Kentucky,Racial.Equity - Dont know
Kentucky,Racial.Equity - Equal
Kentucky,Racial.Equity - Worse
Kentucky,Sex - Female
Kentucky,Sex - Male
Kentucky,S.Orientation - Dont know
Kentucky,S.Orientation - LGB
Kentucky,S.Orientation - Hetero
Kentucky,SVI - High
Kentucky,SVI - Low
Kentucky,SVI - Moderate
Kentucky,SVI - Unknown
Kentucky,Non.Englsh.Language - No
Kentucky,Non.Englsh.Language - Yes
Kentucky,Work.School - No
Kentucky,Work.School - Unemployed
Kentucky,Work.School - Yes
Louisiana,Age - 18 – 49
Louisiana,Age - 50 – 64
Louisiana,Age - 65+
Louisiana,"Age.Race - 18 – 49, Black"
Louisiana,"Age.Race - 18 – 49, Hispanic"
Louisiana,"Age.Race - 18 – 49, Other"
Louisiana,"Age.Race - 18 – 49, White"
Louisiana,"Age.Race - 50 – 64, Black"
Louisiana,"Age.Race - 50 – 64, Hispanic"
Louisiana,"Age.Race - 50 – 64, Other"
Louisiana,"Age.Race - 50 – 64, White"
Louisiana,"Age.Race - 65+, Black"
Louisiana,"Age.Race - 65+, White"
Louisiana,18+ Adults - 18+ Adults
Louisiana,US.Born - US Born
Louisiana,US.Born - Not US Born
Louisiana,Fr.Fam.Vaccd - Many
Louisiana,Fr.Fam.Vaccd - No_some
Louisiana,Vacc.Info.Seek - Often.Sometimes
Louisiana,Vacc.Info.Seek - Rarely.Never
Louisiana,Covid.Concern - A little_not
Louisiana,Covid.Concern - Very_Moderately
Louisiana,Vaccine.Confiden - Not at all_Somewhat
Louisiana,Vaccine.Confiden - Very
Louisiana,Vaccine.Imprtnt - A little_not at all
Louisiana,Vaccine.Imprtnt - Somewhat_very
Louisiana,Disability - No
Louisiana,Disability - Yes
Louisiana,Ess.Wrkr.grp - Ess.Healthcare
Louisiana,Ess.Wrkr.grp - Ess.Other
Louisiana,Ess.Wrkr.grp - Frontline.Other
Louisiana,Ess.Wrkr.grp - Not.Ess.Wrkr
Louisiana,Ess.Wrkr.grp - School.Childcare
Louisiana,Past.Covid - No
Louisiana,Past.Covid - Yes
Louisiana,G.Identity - Cisgender
Louisiana,G.Identity - Dont know
Louisiana,G.Identity - TG/Non bin
Louisiana,Prim.Care.Providr.Status - No
Louisiana,Prim.Care.Providr.Status - Yes
Louisiana,Comorbidity - No
Louisiana,Comorbidity - Yes
Louisiana,Dr.Recommend.Boostr - No
Louisiana,Dr.Recommend.Vacc - No
Louisiana,Dr.Recommend.Vacc - Yes
Louisiana,Insurance - Insured
Louisiana,Insurance - Not insured
Louisiana,Language - English
Louisiana,Language - Spanish
Louisiana,Mask.Use - Always.Often
Louisiana,Mask.Use - Occasional.Never
Louisiana,Mental.Health - Excellent.Good
Louisiana,Mental.Health - Fair.Poor
Louisiana,Rural.Urban - Rural
Louisiana,Rural.Urban - Suburban
Louisiana,Rural.Urban - Urban
Louisiana,Political - Democrat
Louisiana,Political - None
Louisiana,Political - Unknown
Louisiana,Political - Republican
Louisiana,Pov.Status - <$75k
Louisiana,Pov.Status - >=$75k
Louisiana,Pov.Status - Below poverty
Louisiana,Pov.Status - Unknown
Louisiana,Pregnancy - Not pregnant
Louisiana,Race.4lvl - Black
Louisiana,Race.4lvl - Hispanic
Louisiana,Race.4lvl - Other
Louisiana,Race.4lvl - White
Louisiana,Flu.Vacc - No
Louisiana,Flu.Vacc - Yes
Louisiana,Past.Vaccin - No
Louisiana,Past.Vaccin - Yes
Louisiana,Racial.Equity - Better
Louisiana,Racial.Equity - Dont know
Louisiana,Racial.Equity - Equal
Louisiana,Racial.Equity - Worse
Louisiana,Sex - Female
Louisiana,Sex - Male
Louisiana,S.Orientation - Dont know
Louisiana,S.Orientation - LGB
Louisiana,S.Orientation - Hetero
Louisiana,SVI - High
Louisiana,SVI - Low
Louisiana,SVI - Moderate
Louisiana,SVI - Unknown
Louisiana,Non.Englsh.Language - No
Louisiana,Non.Englsh.Language - Yes
Louisiana,Work.School - No
Louisiana,Work.School - Unemployed
Louisiana,Work.School - Yes
Maine,Age - 18 – 49
Maine,Age - 50 – 64
Maine,Age - 65+
Maine,"Age.Race - 18 – 49, Hispanic"
Maine,"Age.Race - 18 – 49, Other"
Maine,"Age.Race - 18 – 49, White"
Maine,"Age.Race - 50 – 64, White"
Maine,"Age.Race - 65+, White"
Maine,18+ Adults - 18+ Adults
Maine,US.Born - US Born
Maine,US.Born - Not US Born
Maine,Fr.Fam.Vaccd - Many
Maine,Fr.Fam.Vaccd - No_some
Maine,Vacc.Info.Seek - Often.Sometimes
Maine,Vacc.Info.Seek - Rarely.Never
Maine,Covid.Concern - A little_not
Maine,Covid.Concern - Very_Moderately
Maine,Vaccine.Confiden - Not at all_Somewhat
Maine,Vaccine.Confiden - Very
Maine,Vaccine.Imprtnt - A little_not at all
Maine,Vaccine.Imprtnt - Somewhat_very
Maine,Disability - No
Maine,Disability - Yes
Maine,Ess.Wrkr.grp - Ess.Healthcare
Maine,Ess.Wrkr.grp - Ess.Other
Maine,Ess.Wrkr.grp - Frontline.Other
Maine,Ess.Wrkr.grp - Not.Ess.Wrkr
Maine,Ess.Wrkr.grp - School.Childcare
Maine,Past.Covid - No
Maine,Past.Covid - Yes
Maine,G.Identity - Cisgender
Maine,G.Identity - Dont know
Maine,G.Identity - TG/Non bin
Maine,Prim.Care.Providr.Status - No
Maine,Prim.Care.Providr.Status - Yes
Maine,Comorbidity - No
Maine,Comorbidity - Yes
Maine,Dr.Recommend.Boostr - No
Maine,Dr.Recommend.Vacc - No
Maine,Dr.Recommend.Vacc - Yes
Maine,Insurance - Insured
Maine,Insurance - Not insured
Maine,Language - English
Maine,Mask.Use - Always.Often
Maine,Mask.Use - Occasional.Never
Maine,Mental.Health - Excellent.Good
Maine,Mental.Health - Fair.Poor
Maine,Rural.Urban - Rural
Maine,Rural.Urban - Suburban
Maine,Rural.Urban - Urban
Maine,Political - Democrat
Maine,Political - None
Maine,Political - Unknown
Maine,Political - Republican
Maine,Pov.Status - <$75k
Maine,Pov.Status - >=$75k
Maine,Pov.Status - Below poverty
Maine,Pov.Status - Unknown
Maine,Pregnancy - Not pregnant
Maine,Race.4lvl - Black
Maine,Race.4lvl - Hispanic
Maine,Race.4lvl - Other
Maine,Race.4lvl - White
Maine,Flu.Vacc - No
Maine,Flu.Vacc - Yes
Maine,Past.Vaccin - No
Maine,Past.Vaccin - Yes
Maine,Racial.Equity - Better
Maine,Racial.Equity - Dont know
Maine,Racial.Equity - Equal
Maine,Racial.Equity - Worse
Maine,Sex - Female
Maine,Sex - Male
Maine,S.Orientation - Dont know
Maine,S.Orientation - LGB
Maine,S.Orientation - Hetero
Maine,SVI - Low
Maine,SVI - Moderate
Maine,SVI - Unknown
Maine,Non.Englsh.Language - No
Maine,Non.Englsh.Language - Yes
Maine,Work.School - No
Maine,Work.School - Unemployed
Maine,Work.School - Yes
Maryland,Age - 18 – 49
Maryland,Age - 50 – 64
Maryland,Age - 65+
Maryland,"Age.Race - 18 – 49, Black"
Maryland,"Age.Race - 18 – 49, Hispanic"
Maryland,"Age.Race - 18 – 49, Other"
Maryland,"Age.Race - 18 – 49, White"
Maryland,"Age.Race - 50 – 64, Black"
Maryland,"Age.Race - 50 – 64, Hispanic"
Maryland,"Age.Race - 50 – 64, Other"
Maryland,"Age.Race - 50 – 64, White"
Maryland,"Age.Race - 65+, Black"
Maryland,"Age.Race - 65+, White"
Maryland,18+ Adults - 18+ Adults
Maryland,US.Born - US Born
Maryland,US.Born - Not US Born
Maryland,Fr.Fam.Vaccd - Many
Maryland,Fr.Fam.Vaccd - No_some
Maryland,Vacc.Info.Seek - Often.Sometimes
Maryland,Vacc.Info.Seek - Rarely.Never
Maryland,Covid.Concern - A little_not
Maryland,Covid.Concern - Very_Moderately
Maryland,Vaccine.Confiden - Not at all_Somewhat
Maryland,Vaccine.Confiden - Very
Maryland,Vaccine.Imprtnt - A little_not at all
Maryland,Vaccine.Imprtnt - Somewhat_very
Maryland,Disability - No
Maryland,Disability - Yes
Maryland,Ess.Wrkr.grp - Ess.Healthcare
Maryland,Ess.Wrkr.grp - Ess.Other
Maryland,Ess.Wrkr.grp - Frontline.Other
Maryland,Ess.Wrkr.grp - Not.Ess.Wrkr
Maryland,Ess.Wrkr.grp - School.Childcare
Maryland,Past.Covid - No
Maryland,Past.Covid - Yes
Maryland,G.Identity - Cisgender
Maryland,G.Identity - Dont know
Maryland,G.Identity - TG/Non bin
Maryland,Prim.Care.Providr.Status - No
Maryland,Prim.Care.Providr.Status - Yes
Maryland,Comorbidity - No
Maryland,Comorbidity - Yes
Maryland,Dr.Recommend.Boostr - No
Maryland,Dr.Recommend.Vacc - No
Maryland,Dr.Recommend.Vacc - Yes
Maryland,Insurance - Insured
Maryland,Insurance - Not insured
Maryland,Language - English
Maryland,Language - Spanish
Maryland,Mask.Use - Always.Often
Maryland,Mask.Use - Occasional.Never
Maryland,Mental.Health - Excellent.Good
Maryland,Mental.Health - Fair.Poor
Maryland,Rural.Urban - Rural
Maryland,Rural.Urban - Suburban
Maryland,Rural.Urban - Urban
Maryland,Political - Democrat
Maryland,Political - None
Maryland,Political - Unknown
Maryland,Political - Republican
Maryland,Pov.Status - <$75k
Maryland,Pov.Status - >=$75k
Maryland,Pov.Status - Below poverty
Maryland,Pov.Status - Unknown
Maryland,Pregnancy - Breastfeeding
Maryland,Pregnancy - Not pregnant
Maryland,Pregnancy - Trying to get pregnant
Maryland,Race.4lvl - Black
Maryland,Race.4lvl - Hispanic
Maryland,Race.4lvl - Other
Maryland,Race.4lvl - White
Maryland,Flu.Vacc - No
Maryland,Flu.Vacc - Yes
Maryland,Past.Vaccin - No
Maryland,Past.Vaccin - Yes
Maryland,Racial.Equity - Better
Maryland,Racial.Equity - Dont know
Maryland,Racial.Equity - Equal
Maryland,Racial.Equity - Worse
Maryland,Sex - Female
Maryland,Sex - Male
Maryland,S.Orientation - Dont know
Maryland,S.Orientation - LGB
Maryland,S.Orientation - Hetero
Maryland,SVI - High
Maryland,SVI - Low
Maryland,SVI - Moderate
Maryland,SVI - Unknown
Maryland,Non.Englsh.Language - No
Maryland,Non.Englsh.Language - Yes
Maryland,Work.School - No
Maryland,Work.School - Unemployed
Maryland,Work.School - Yes
Massachusetts,Age - 18 – 49
Massachusetts,Age - 50 – 64
Massachusetts,Age - 65+
Massachusetts,"Age.Race - 18 – 49, Black"
Massachusetts,"Age.Race - 18 – 49, Hispanic"
Massachusetts,"Age.Race - 18 – 49, Other"
Massachusetts,"Age.Race - 18 – 49, White"
Massachusetts,"Age.Race - 50 – 64, Black"
Massachusetts,"Age.Race - 50 – 64, Hispanic"
Massachusetts,"Age.Race - 50 – 64, White"
Massachusetts,"Age.Race - 65+, White"
Massachusetts,18+ Adults - 18+ Adults
Massachusetts,US.Born - US Born
Massachusetts,US.Born - Not US Born
Massachusetts,Fr.Fam.Vaccd - Many
Massachusetts,Fr.Fam.Vaccd - No_some
Massachusetts,Vacc.Info.Seek - Often.Sometimes
Massachusetts,Vacc.Info.Seek - Rarely.Never
Massachusetts,Covid.Concern - A little_not
Massachusetts,Covid.Concern - Very_Moderately
Massachusetts,Vaccine.Confiden - Not at all_Somewhat
Massachusetts,Vaccine.Confiden - Very
Massachusetts,Vaccine.Imprtnt - A little_not at all
Massachusetts,Vaccine.Imprtnt - Somewhat_very
Massachusetts,Disability - No
Massachusetts,Disability - Yes
Massachusetts,Ess.Wrkr.grp - Ess.Healthcare
Massachusetts,Ess.Wrkr.grp - Ess.Other
Massachusetts,Ess.Wrkr.grp - Frontline.Other
Massachusetts,Ess.Wrkr.grp - Not.Ess.Wrkr
Massachusetts,Ess.Wrkr.grp - School.Childcare
Massachusetts,Past.Covid - No
Massachusetts,Past.Covid - Yes
Massachusetts,G.Identity - Cisgender
Massachusetts,G.Identity - Dont know
Massachusetts,G.Identity - TG/Non bin
Massachusetts,Prim.Care.Providr.Status - No
Massachusetts,Prim.Care.Providr.Status - Yes
Massachusetts,Comorbidity - No
Massachusetts,Comorbidity - Yes
Massachusetts,Dr.Recommend.Boostr - No
Massachusetts,Dr.Recommend.Vacc - No
Massachusetts,Dr.Recommend.Vacc - Yes
Massachusetts,Insurance - Insured
Massachusetts,Insurance - Not insured
Massachusetts,Language - English
Massachusetts,Language - Other
Massachusetts,Language - Spanish
Massachusetts,Mask.Use - Always.Often
Massachusetts,Mask.Use - Occasional.Never
Massachusetts,Mental.Health - Excellent.Good
Massachusetts,Mental.Health - Fair.Poor
Massachusetts,Rural.Urban - Rural
Massachusetts,Rural.Urban - Suburban
Massachusetts,Rural.Urban - Urban
Massachusetts,Political - Democrat
Massachusetts,Political - None
Massachusetts,Political - Unknown
Massachusetts,Pov.Status - <$75k
Massachusetts,Pov.Status - >=$75k
Massachusetts,Pov.Status - Below poverty
Massachusetts,Pov.Status - Unknown
Massachusetts,Pregnancy - Not pregnant
Massachusetts,Race.4lvl - Black
Massachusetts,Race.4lvl - Hispanic
Massachusetts,Race.4lvl - Other
Massachusetts,Race.4lvl - White
Massachusetts,Flu.Vacc - No
Massachusetts,Flu.Vacc - Yes
Massachusetts,Past.Vaccin - No
Massachusetts,Past.Vaccin - Yes
Massachusetts,Racial.Equity - Better
Massachusetts,Racial.Equity - Dont know
Massachusetts,Racial.Equity - Equal
Massachusetts,Racial.Equity - Worse
Massachusetts,Sex - Female
Massachusetts,Sex - Male
Massachusetts,S.Orientation - Dont know
Massachusetts,S.Orientation - LGB
Massachusetts,S.Orientation - Hetero
Massachusetts,SVI - High
Massachusetts,SVI - Low
Massachusetts,SVI - Moderate
Massachusetts,SVI - Unknown
Massachusetts,Non.Englsh.Language - No
Massachusetts,Non.Englsh.Language - Yes
Massachusetts,Work.School - No
Massachusetts,Work.School - Unemployed
Massachusetts,Work.School - Yes
Michigan,Age - 18 – 49
Michigan,Age - 50 – 64
Michigan,Age - 65+
Michigan,"Age.Race - 18 – 49, Black"
Michigan,"Age.Race - 18 – 49, Hispanic"
Michigan,"Age.Race - 18 – 49, Other"
Michigan,"Age.Race - 18 – 49, White"
Michigan,"Age.Race - 50 – 64, Black"
Michigan,"Age.Race - 50 – 64, White"
Michigan,"Age.Race - 65+, Black"
Michigan,"Age.Race - 65+, White"
Michigan,18+ Adults - 18+ Adults
Michigan,US.Born - US Born
Michigan,US.Born - Not US Born
Michigan,Fr.Fam.Vaccd - Many
Michigan,Fr.Fam.Vaccd - No_some
Michigan,Vacc.Info.Seek - Often.Sometimes
Michigan,Vacc.Info.Seek - Rarely.Never
Michigan,Covid.Concern - A little_not
Michigan,Covid.Concern - Very_Moderately
Michigan,Vaccine.Confiden - Not at all_Somewhat
Michigan,Vaccine.Confiden - Very
Michigan,Vaccine.Imprtnt - A little_not at all
Michigan,Vaccine.Imprtnt - Somewhat_very
Michigan,Disability - No
Michigan,Disability - Yes
Michigan,Ess.Wrkr.grp - Ess.Healthcare
Michigan,Ess.Wrkr.grp - Ess.Other
Michigan,Ess.Wrkr.grp - Frontline.Other
Michigan,Ess.Wrkr.grp - Not.Ess.Wrkr
Michigan,Ess.Wrkr.grp - School.Childcare
Michigan,Past.Covid - No
Michigan,Past.Covid - Yes
Michigan,G.Identity - Cisgender
Michigan,G.Identity - Dont know
Michigan,G.Identity - TG/Non bin
Michigan,Prim.Care.Providr.Status - No
Michigan,Prim.Care.Providr.Status - Yes
Michigan,Comorbidity - No
Michigan,Comorbidity - Yes
Michigan,Dr.Recommend.Boostr - No
Michigan,Dr.Recommend.Vacc - No
Michigan,Dr.Recommend.Vacc - Yes
Michigan,Insurance - Insured
Michigan,Insurance - Not insured
Michigan,Language - English
Michigan,Mask.Use - Always.Often
Michigan,Mask.Use - Occasional.Never
Michigan,Mental.Health - Excellent.Good
Michigan,Mental.Health - Fair.Poor
Michigan,Rural.Urban - Rural
Michigan,Rural.Urban - Suburban
Michigan,Rural.Urban - Urban
Michigan,Political - Democrat
Michigan,Political - None
Michigan,Political - Unknown
Michigan,Political - Republican
Michigan,Pov.Status - <$75k
Michigan,Pov.Status - >=$75k
Michigan,Pov.Status - Below poverty
Michigan,Pov.Status - Unknown
Michigan,Pregnancy - Not pregnant
Michigan,Race.4lvl - Black
Michigan,Race.4lvl - Hispanic
Michigan,Race.4lvl - Other
Michigan,Race.4lvl - White
Michigan,Flu.Vacc - No
Michigan,Flu.Vacc - Yes
Michigan,Past.Vaccin - No
Michigan,Past.Vaccin - Yes
Michigan,Racial.Equity - Better
Michigan,Racial.Equity - Dont know
Michigan,Racial.Equity - Equal
Michigan,Racial.Equity - Worse
Michigan,Sex - Female
Michigan,Sex - Male
Michigan,S.Orientation - Dont know
Michigan,S.Orientation - LGB
Michigan,S.Orientation - Hetero
Michigan,SVI - High
Michigan,SVI - Low
Michigan,SVI - Moderate
Michigan,SVI - Unknown
Michigan,Non.Englsh.Language - No
Michigan,Non.Englsh.Language - Yes
Michigan,Work.School - No
Michigan,Work.School - Unemployed
Michigan,Work.School - Yes
Minnesota,Age - 18 – 49
Minnesota,Age - 50 – 64
Minnesota,Age - 65+
Minnesota,"Age.Race - 18 – 49, Black"
Minnesota,"Age.Race - 18 – 49, Hispanic"
Minnesota,"Age.Race - 18 – 49, Other"
Minnesota,"Age.Race - 18 – 49, White"
Minnesota,"Age.Race - 50 – 64, Black"
Minnesota,"Age.Race - 50 – 64, White"
Minnesota,"Age.Race - 65+, White"
Minnesota,18+ Adults - 18+ Adults
Minnesota,US.Born - US Born
Minnesota,US.Born - Not US Born
Minnesota,Fr.Fam.Vaccd - Many
Minnesota,Fr.Fam.Vaccd - No_some
Minnesota,Vacc.Info.Seek - Often.Sometimes
Minnesota,Vacc.Info.Seek - Rarely.Never
Minnesota,Covid.Concern - A little_not
Minnesota,Covid.Concern - Very_Moderately
Minnesota,Vaccine.Confiden - Not at all_Somewhat
Minnesota,Vaccine.Confiden - Very
Minnesota,Vaccine.Imprtnt - A little_not at all
Minnesota,Vaccine.Imprtnt - Somewhat_very
Minnesota,Disability - No
Minnesota,Disability - Yes
Minnesota,Ess.Wrkr.grp - Ess.Healthcare
Minnesota,Ess.Wrkr.grp - Ess.Other
Minnesota,Ess.Wrkr.grp - Frontline.Other
Minnesota,Ess.Wrkr.grp - Not.Ess.Wrkr
Minnesota,Ess.Wrkr.grp - School.Childcare
Minnesota,Past.Covid - No
Minnesota,Past.Covid - Yes
Minnesota,G.Identity - Cisgender
Minnesota,G.Identity - Dont know
Minnesota,G.Identity - TG/Non bin
Minnesota,Prim.Care.Providr.Status - No
Minnesota,Prim.Care.Providr.Status - Yes
Minnesota,Comorbidity - No
Minnesota,Comorbidity - Yes
Minnesota,Dr.Recommend.Boostr - No
Minnesota,Dr.Recommend.Vacc - No
Minnesota,Dr.Recommend.Vacc - Yes
Minnesota,Insurance - Insured
Minnesota,Insurance - Not insured
Minnesota,Language - English
Minnesota,Mask.Use - Always.Often
Minnesota,Mask.Use - Occasional.Never
Minnesota,Mental.Health - Excellent.Good
Minnesota,Mental.Health - Fair.Poor
Minnesota,Rural.Urban - Rural
Minnesota,Rural.Urban - Suburban
Minnesota,Rural.Urban - Urban
Minnesota,Political - Democrat
Minnesota,Political - None
Minnesota,Political - Unknown
Minnesota,Political - Republican
Minnesota,Pov.Status - <$75k
Minnesota,Pov.Status - >=$75k
Minnesota,Pov.Status - Below poverty
Minnesota,Pov.Status - Unknown
Minnesota,Pregnancy - Not pregnant
Minnesota,Race.4lvl - Black
Minnesota,Race.4lvl - Hispanic
Minnesota,Race.4lvl - Other
Minnesota,Race.4lvl - White
Minnesota,Flu.Vacc - No
Minnesota,Flu.Vacc - Yes
Minnesota,Past.Vaccin - No
Minnesota,Past.Vaccin - Yes
Minnesota,Racial.Equity - Better
Minnesota,Racial.Equity - Dont know
Minnesota,Racial.Equity - Equal
Minnesota,Racial.Equity - Worse
Minnesota,Sex - Female
Minnesota,Sex - Male
Minnesota,S.Orientation - Dont know
Minnesota,S.Orientation - LGB
Minnesota,S.Orientation - Hetero
Minnesota,SVI - Low
Minnesota,SVI - Moderate
Minnesota,SVI - Unknown
Minnesota,Non.Englsh.Language - No
Minnesota,Non.Englsh.Language - Yes
Minnesota,Work.School - No
Minnesota,Work.School - Unemployed
Minnesota,Work.School - Yes
Mississippi,Age - 18 – 49
Mississippi,Age - 50 – 64
Mississippi,Age - 65+
Mississippi,"Age.Race - 18 – 49, Black"
Mississippi,"Age.Race - 18 – 49, Hispanic"
Mississippi,"Age.Race - 18 – 49, Other"
Mississippi,"Age.Race - 18 – 49, White"
Mississippi,"Age.Race - 50 – 64, Black"
Mississippi,"Age.Race - 50 – 64, White"
Mississippi,"Age.Race - 65+, Black"
Mississippi,"Age.Race - 65+, White"
Mississippi,18+ Adults - 18+ Adults
Mississippi,US.Born - US Born
Mississippi,US.Born - Not US Born
Mississippi,Fr.Fam.Vaccd - Many
Mississippi,Fr.Fam.Vaccd - No_some
Mississippi,Vacc.Info.Seek - Often.Sometimes
Mississippi,Vacc.Info.Seek - Rarely.Never
Mississippi,Covid.Concern - A little_not
Mississippi,Covid.Concern - Very_Moderately
Mississippi,Vaccine.Confiden - Not at all_Somewhat
Mississippi,Vaccine.Confiden - Very
Mississippi,Vaccine.Imprtnt - A little_not at all
Mississippi,Vaccine.Imprtnt - Somewhat_very
Mississippi,Disability - No
Mississippi,Disability - Yes
Mississippi,Ess.Wrkr.grp - Ess.Healthcare
Mississippi,Ess.Wrkr.grp - Ess.Other
Mississippi,Ess.Wrkr.grp - Frontline.Other
Mississippi,Ess.Wrkr.grp - Not.Ess.Wrkr
Mississippi,Ess.Wrkr.grp - School.Childcare
Mississippi,Past.Covid - No
Mississippi,Past.Covid - Yes
Mississippi,G.Identity - Cisgender
Mississippi,G.Identity - Dont know
Mississippi,G.Identity - TG/Non bin
Mississippi,Prim.Care.Providr.Status - No
Mississippi,Prim.Care.Providr.Status - Yes
Mississippi,Comorbidity - No
Mississippi,Comorbidity - Yes
Mississippi,Dr.Recommend.Boostr - No
Mississippi,Dr.Recommend.Vacc - No
Mississippi,Dr.Recommend.Vacc - Yes
Mississippi,Insurance - Insured
Mississippi,Insurance - Not insured
Mississippi,Language - English
Mississippi,Mask.Use - Always.Often
Mississippi,Mask.Use - Occasional.Never
Mississippi,Mental.Health - Excellent.Good
Mississippi,Mental.Health - Fair.Poor
Mississippi,Rural.Urban - Rural
Mississippi,Rural.Urban - Suburban
Mississippi,Rural.Urban - Urban
Mississippi,Political - Democrat
Mississippi,Political - None
Mississippi,Political - Unknown
Mississippi,Political - Republican
Mississippi,Pov.Status - <$75k
Mississippi,Pov.Status - >=$75k
Mississippi,Pov.Status - Below poverty
Mississippi,Pov.Status - Unknown
Mississippi,Pregnancy - Not pregnant
Mississippi,Race.4lvl - Black
Mississippi,Race.4lvl - Hispanic
Mississippi,Race.4lvl - Other
Mississippi,Race.4lvl - White
Mississippi,Flu.Vacc - No
Mississippi,Flu.Vacc - Yes
Mississippi,Past.Vaccin - No
Mississippi,Past.Vaccin - Yes
Mississippi,Racial.Equity - Better
Mississippi,Racial.Equity - Dont know
Mississippi,Racial.Equity - Equal
Mississippi,Racial.Equity - Worse
Mississippi,Sex - Female
Mississippi,Sex - Male
